profile_id,region_code,state_code,coverage_limit,num_vehicles,num_drivers,prior_claim_count,youth_driver_flag,multi_policy_flag,home_value_band,credit_score_band,urban_rural_flag,carrier,risk_score,simulated_price
46392,Region 5,S10,2M,4,2,0,0,1,Standard,Medium,Suburban,Carrier_A,1.155,686.25
46395,Region 5,S09,2M,2,2,2,0,0,Entry,High,Rural,Carrier_A,1.82,804.55
46396,Region 5,S11,2M,2,2,1,0,1,Premium,Medium,Rural,Carrier_A,1.295,826.9
46411,Region 4,S08,1M,6,4,0,1,0,Entry,Medium,Urban,Carrier_A,1.5699999999999998,585.0
46420,Region 3,S05,1M,2,1,0,0,0,Premium,Low,Urban,Carrier_A,1.055,612.83
46421,Region 4,S08,5M,1,1,0,0,0,Standard,High,Suburban,Carrier_A,1.0,852.96
46427,Region 5,S10,2M,2,1,0,0,0,Standard,High,Suburban,Carrier_A,1.055,617.24
46442,Region 3,S06,2M,3,3,0,0,0,Entry,High,Urban,Carrier_A,1.2000000000000002,590.26
46444,Region 3,S06,1M,6,5,0,0,1,High Net Worth,Medium,Urban,Carrier_A,1.4,647.55
46445,Region 3,S05,1M,4,3,0,1,0,Entry,Medium,Suburban,Carrier_A,1.415,559.62
46451,Region 2,S03,1M,6,5,1,0,0,Entry,Low,Suburban,Carrier_A,1.7049999999999998,649.98
46463,Region 3,S06,1M,2,1,0,1,1,Standard,High,Rural,Carrier_A,1.16,446.41
46467,Region 5,S10,1M,4,3,0,0,1,High Net Worth,Medium,Suburban,Carrier_A,1.2000000000000002,625.17
46495,Region 1,S01,5M,5,3,0,0,0,Standard,High,Suburban,Carrier_A,1.31,1013.28
46500,Region 2,S04,5M,6,5,0,0,1,High Net Worth,High,Urban,Carrier_A,1.4,1643.86
46508,Region 3,S05,1M,2,2,0,0,1,Entry,Medium,Urban,Carrier_A,1.045,496.73
46517,Region 1,S02,1M,4,3,0,0,1,Standard,Medium,Suburban,Carrier_A,1.2000000000000002,510.48
46522,Region 2,S03,1M,2,1,0,0,0,Premium,Medium,Rural,Carrier_A,1.115,520.35
46576,Region 5,S10,1M,4,3,0,0,0,Entry,Medium,Suburban,Carrier_A,1.255,514.27
46591,Region 3,S05,1M,8,6,0,1,1,High Net Worth,Medium,Suburban,Carrier_A,1.715,810.68
46592,Region 1,S01,5M,4,2,0,0,0,Entry,Low,Rural,Carrier_A,1.21,985.77
46593,Region 4,S08,1M,5,5,2,0,1,Standard,Medium,Urban,Carrier_A,2.005,728.08
46602,Region 5,S11,2M,4,4,0,1,0,Standard,Low,Rural,Carrier_A,1.46,911.56
46617,Region 3,S05,5M,5,3,0,0,1,High Net Worth,Medium,Rural,Carrier_A,1.255,1403.8
46634,Region 5,S11,1M,2,1,0,0,0,Premium,Medium,Suburban,Carrier_A,1.055,561.61
46641,Region 4,S07,2M,3,2,0,0,0,Entry,High,Urban,Carrier_A,1.215,610.77
46664,Region 2,S04,1M,6,4,0,0,1,Entry,Medium,Urban,Carrier_A,1.415,597.38
46678,Region 5,S10,5M,6,5,1,0,1,High Net Worth,Medium,Suburban,Carrier_A,1.65,1796.13
46686,Region 1,S02,1M,8,6,0,0,1,High Net Worth,High,Urban,Carrier_A,1.615,715.71
46707,Region 5,S10,5M,3,1,0,0,1,Entry,Medium,Urban,Carrier_A,1.0550000000000002,977.52
46709,Region 4,S07,1M,7,6,0,0,1,Entry,Medium,Suburban,Carrier_A,1.5000000000000002,530.7
46727,Region 2,S03,2M,2,1,0,0,1,Standard,Low,Suburban,Carrier_A,1.0,661.72
46728,Region 2,S03,2M,6,6,1,0,1,Premium,High,Rural,Carrier_A,1.695,851.52
46743,Region 4,S08,5M,2,2,0,0,0,Standard,Medium,Urban,Carrier_A,1.16,1076.36
46745,Region 3,S05,2M,4,3,0,0,0,Standard,High,Suburban,Carrier_A,1.255,701.54
46757,Region 1,S02,1M,5,5,0,0,1,Standard,Medium,Suburban,Carrier_A,1.345,541.65
46782,Region 2,S04,1M,5,4,0,0,1,Standard,High,Rural,Carrier_A,1.3,535.37
46785,Region 3,S05,5M,3,1,0,0,0,Standard,Medium,Suburban,Carrier_A,1.1700000000000002,1109.74
46801,Region 5,S11,2M,1,1,0,0,0,Premium,High,Suburban,Carrier_A,1.0,686.68
46839,Region 5,S09,1M,4,3,0,0,0,High Net Worth,High,Suburban,Carrier_A,1.255,623.43
46853,Region 5,S09,2M,5,3,1,0,1,Premium,Medium,Suburban,Carrier_A,1.505,915.06
46859,Region 1,S02,2M,4,4,0,0,1,Premium,Low,Suburban,Carrier_A,1.245,811.17
46860,Region 1,S02,5M,5,3,0,0,1,Premium,Medium,Suburban,Carrier_A,1.255,1181.08
46865,Region 5,S11,1M,2,2,0,0,1,Entry,Low,Suburban,Carrier_A,1.105,549.85
46880,Region 3,S06,1M,3,3,1,1,0,Entry,High,Urban,Carrier_A,1.61,536.83
46885,Region 5,S10,1M,4,4,1,0,0,Premium,Medium,Urban,Carrier_A,1.55,703.48
46891,Region 3,S05,1M,4,3,0,0,0,Standard,Low,Rural,Carrier_A,1.255,577.87
46896,Region 5,S10,5M,4,3,0,0,0,High Net Worth,High,Suburban,Carrier_A,1.255,1330.0
46915,Region 5,S11,5M,4,4,0,0,1,Entry,Low,Suburban,Carrier_A,1.245,1264.75
46917,Region 2,S04,1M,3,2,0,0,1,Entry,Medium,Suburban,Carrier_A,1.16,513.19
46919,Region 2,S12,2M,4,2,0,0,1,Entry,High,Suburban,Carrier_A,1.155,550.9
46921,Region 3,S05,1M,2,1,0,0,0,Standard,High,Suburban,Carrier_A,1.055,487.77
46935,Region 3,S05,2M,4,3,0,0,0,Standard,Low,Rural,Carrier_A,1.255,777.59
46938,Region 1,S01,2M,1,1,0,0,1,Entry,Medium,Rural,Carrier_A,0.945,511.46
46939,Region 1,S02,2M,2,2,0,0,0,Entry,Medium,Urban,Carrier_A,1.1,617.73
46949,Region 2,S04,2M,1,1,0,0,1,Standard,Low,Urban,Carrier_A,0.945,717.67
46954,Region 5,S11,1M,4,2,0,0,0,Standard,High,Suburban,Carrier_A,1.21,542.12
46981,Region 2,S12,2M,2,1,0,0,0,Entry,High,Suburban,Carrier_A,1.115,542.85
46991,Region 2,S03,1M,1,1,0,0,1,Premium,Medium,Urban,Carrier_A,0.945,511.1
47002,Region 5,S09,1M,3,2,0,0,0,Standard,Medium,Urban,Carrier_A,1.215,571.65
47006,Region 2,S03,1M,1,1,0,1,1,Premium,High,Suburban,Carrier_A,1.105,507.07
47011,Region 4,S07,2M,2,1,0,0,1,Standard,High,Urban,Carrier_A,1.0,579.41
47016,Region 3,S05,1M,2,1,0,0,1,Premium,Medium,Urban,Carrier_A,1.06,570.23
47030,Region 3,S05,1M,5,4,0,0,0,Premium,High,Rural,Carrier_A,1.355,575.01
47037,Region 5,S11,1M,3,3,0,1,1,Standard,Medium,Suburban,Carrier_A,1.3050000000000002,595.95
47040,Region 2,S03,1M,4,2,0,0,0,Premium,Medium,Urban,Carrier_A,1.21,586.08
47064,Region 2,S12,1M,2,2,0,0,0,Entry,Low,Suburban,Carrier_A,1.16,488.33
47083,Region 1,S01,1M,4,4,0,0,0,Standard,Medium,Urban,Carrier_A,1.3,545.97
47090,Region 5,S09,1M,2,1,2,0,1,Entry,Low,Suburban,Carrier_A,1.7200000000000002,683.8
47100,Region 4,S07,1M,3,2,0,0,1,Standard,Low,Rural,Carrier_A,1.1,493.06
47105,Region 5,S09,1M,3,1,0,0,1,Standard,High,Suburban,Carrier_A,1.0550000000000002,486.05
47111,Region 3,S05,1M,2,1,0,0,0,Entry,Medium,Urban,Carrier_A,1.055,501.78
47124,Region 1,S02,2M,7,5,0,0,0,Entry,Medium,Urban,Carrier_A,1.51,763.75
47140,Region 2,S03,1M,2,2,0,0,1,Entry,High,Urban,Carrier_A,1.045,460.98
47150,Region 4,S08,1M,4,3,0,0,1,Standard,Medium,Suburban,Carrier_A,1.2000000000000002,512.37
47165,Region 5,S09,1M,3,2,0,0,0,Premium,Low,Rural,Carrier_A,1.155,592.43
47167,Region 3,S05,1M,5,5,0,0,0,Entry,Medium,Suburban,Carrier_A,1.4,556.23
47175,Region 5,S09,1M,3,3,0,0,0,Entry,High,Urban,Carrier_A,1.2000000000000002,510.13
47195,Region 2,S03,1M,4,3,1,0,1,Premium,High,Suburban,Carrier_A,1.4500000000000002,591.17
47223,Region 2,S04,1M,5,4,0,0,1,Premium,Medium,Urban,Carrier_A,1.3,653.49
47227,Region 2,S12,1M,4,2,0,0,1,High Net Worth,High,Urban,Carrier_A,1.155,552.75
47229,Region 3,S06,2M,5,3,1,0,1,Premium,Medium,Urban,Carrier_A,1.505,841.31
47252,Region 4,S07,1M,2,1,0,0,0,Premium,Medium,Urban,Carrier_A,1.055,516.41
47283,Region 5,S10,2M,4,2,0,0,0,Entry,Medium,Urban,Carrier_A,1.21,696.22
47295,Region 4,S07,2M,2,1,0,0,1,Standard,Medium,Urban,Carrier_A,1.0,609.66
47303,Region 4,S08,1M,3,2,0,0,0,Premium,High,Rural,Carrier_A,1.215,508.96
47312,Region 3,S05,2M,4,3,0,0,1,Premium,High,Suburban,Carrier_A,1.2000000000000002,741.68
47315,Region 3,S06,1M,3,3,0,1,0,Entry,High,Urban,Carrier_A,1.36,491.75
47318,Region 2,S03,2M,3,3,0,0,0,Standard,Low,Suburban,Carrier_A,1.2000000000000002,744.03
47330,Region 2,S04,1M,5,3,0,0,1,Entry,Low,Urban,Carrier_A,1.255,607.54
47331,Region 4,S07,5M,4,4,0,0,1,Entry,Low,Rural,Carrier_A,1.245,1010.41
47338,Region 4,S07,2M,3,1,0,0,0,Premium,Medium,Suburban,Carrier_A,1.11,665.04
47339,Region 4,S07,1M,3,3,0,0,0,Entry,High,Suburban,Carrier_A,1.2000000000000002,456.75
47340,Region 2,S03,1M,2,1,0,0,0,Standard,High,Suburban,Carrier_A,1.055,469.3
47345,Region 5,S10,1M,5,4,0,0,1,Entry,High,Suburban,Carrier_A,1.3,501.64
47371,Region 3,S05,5M,7,5,1,0,0,Standard,Medium,Urban,Carrier_A,1.76,1661.5
47372,Region 5,S10,2M,3,2,1,0,1,Standard,Medium,Suburban,Carrier_A,1.35,760.03
47373,Region 5,S10,1M,3,2,0,0,0,Standard,Medium,Rural,Carrier_A,1.215,517.89
47387,Region 5,S11,1M,5,3,0,0,0,Standard,Medium,Suburban,Carrier_A,1.31,598.38
47400,Region 5,S10,1M,6,4,0,0,1,High Net Worth,High,Urban,Carrier_A,1.355,670.42
47411,Region 2,S03,1M,4,4,0,0,1,Entry,High,Urban,Carrier_A,1.245,500.66
47437,Region 2,S04,1M,2,1,0,0,1,Standard,High,Urban,Carrier_A,1.06,516.98
47438,Region 1,S01,1M,4,4,1,1,0,Standard,Medium,Urban,Carrier_A,1.71,639.68
47440,Region 2,S03,1M,4,2,1,0,1,High Net Worth,High,Suburban,Carrier_A,1.405,636.06
47442,Region 2,S04,1M,5,3,0,0,1,Standard,High,Rural,Carrier_A,1.255,522.58
47447,Region 2,S03,1M,4,3,1,0,1,Standard,Low,Urban,Carrier_A,1.4500000000000002,659.65
47450,Region 4,S07,1M,4,2,0,0,1,Premium,High,Suburban,Carrier_A,1.215,511.99
47454,Region 3,S05,2M,3,2,0,0,0,Premium,Medium,Suburban,Carrier_A,1.155,765.37
47455,Region 3,S05,1M,5,4,2,0,1,Premium,Medium,Suburban,Carrier_A,1.96,803.15
47462,Region 1,S01,2M,2,1,0,0,1,Premium,Medium,Urban,Carrier_A,1.0,653.13
47478,Region 1,S01,1M,4,3,0,0,1,Entry,Medium,Suburban,Carrier_A,1.2000000000000002,472.8
47484,Region 2,S03,2M,2,1,0,0,1,Standard,High,Urban,Carrier_A,1.0,609.77
47494,Region 5,S10,1M,4,2,0,0,1,Standard,Low,Urban,Carrier_A,1.155,587.73
47510,Region 2,S03,2M,4,3,1,0,1,Premium,Low,Rural,Carrier_A,1.5100000000000002,923.86
47514,Region 3,S05,2M,2,2,0,0,1,Entry,High,Rural,Carrier_A,1.045,565.45
47522,Region 5,S09,2M,2,2,0,0,0,Premium,Low,Urban,Carrier_A,1.16,887.7
47543,Region 3,S06,2M,3,3,0,0,1,Entry,High,Rural,Carrier_A,1.1450000000000002,531.47
47556,Region 1,S01,5M,3,2,0,0,1,Premium,High,Suburban,Carrier_A,1.1,964.25
47558,Region 1,S02,1M,1,1,0,0,0,Entry,High,Urban,Carrier_A,1.0,443.17
47565,Region 5,S09,1M,4,2,0,0,1,Standard,High,Urban,Carrier_A,1.155,528.6
47588,Region 1,S02,1M,2,1,0,0,1,Entry,High,Suburban,Carrier_A,1.0,427.56
47594,Region 5,S09,1M,2,1,0,0,1,Standard,Medium,Suburban,Carrier_A,1.0,491.23
47601,Region 4,S07,1M,8,6,0,1,1,High Net Worth,Medium,Urban,Carrier_A,1.715,763.53
47616,Region 5,S10,1M,4,2,0,0,1,Entry,High,Suburban,Carrier_A,1.155,474.55
47631,Region 5,S09,2M,2,1,1,0,0,Standard,High,Suburban,Carrier_A,1.305,717.53
47641,Region 1,S01,5M,3,1,0,0,1,Premium,High,Suburban,Carrier_A,1.0550000000000002,935.32
47642,Region 2,S04,1M,5,3,0,0,0,Standard,High,Suburban,Carrier_A,1.31,553.48
47644,Region 2,S03,1M,5,4,0,0,0,Premium,Medium,Suburban,Carrier_A,1.355,601.72
47650,Region 1,S02,2M,5,4,0,0,0,Premium,Medium,Rural,Carrier_A,1.415,772.59
47668,Region 4,S07,2M,2,1,0,0,0,Premium,Low,Rural,Carrier_A,1.055,675.08
47677,Region 5,S11,1M,6,3,0,1,1,High Net Worth,Medium,Suburban,Carrier_A,1.47,761.59
47678,Region 1,S01,2M,2,2,0,0,1,Premium,Medium,Suburban,Carrier_A,1.045,641.76
47681,Region 2,S04,2M,4,3,0,1,1,Standard,Medium,Rural,Carrier_A,1.36,774.38
47693,Region 5,S09,2M,7,5,0,0,1,Entry,High,Suburban,Carrier_A,1.455,723.51
47695,Region 5,S10,5M,1,1,0,0,1,Standard,Low,Suburban,Carrier_A,0.945,1014.8
47700,Region 4,S07,1M,2,2,0,0,1,Premium,Medium,Urban,Carrier_A,1.105,534.18
47705,Region 4,S08,1M,1,1,0,0,1,Entry,Medium,Suburban,Carrier_A,0.945,431.51
47721,Region 2,S03,5M,4,4,1,0,1,Premium,Medium,Suburban,Carrier_A,1.495,1414.99
47723,Region 4,S08,1M,5,4,2,0,0,Entry,Medium,Urban,Carrier_A,2.015,681.91
47745,Region 3,S06,2M,5,4,1,0,1,Standard,Medium,Suburban,Carrier_A,1.61,763.93
47746,Region 2,S04,2M,2,2,0,0,1,Standard,Medium,Urban,Carrier_A,1.045,704.28
47751,Region 3,S05,5M,2,1,1,0,1,Premium,Low,Suburban,Carrier_A,1.25,1444.21
47758,Region 2,S12,1M,1,1,0,0,0,Standard,High,Urban,Carrier_A,1.06,459.54
47766,Region 4,S07,2M,4,3,0,0,1,Standard,Medium,Urban,Carrier_A,1.2000000000000002,678.72
47785,Region 1,S01,1M,5,4,0,0,0,Entry,Low,Urban,Carrier_A,1.355,561.69
47790,Region 1,S01,1M,5,3,1,0,0,Standard,Medium,Suburban,Carrier_A,1.56,577.27
47795,Region 3,S06,5M,3,3,0,0,1,Entry,Medium,Urban,Carrier_A,1.1450000000000002,925.73
47796,Region 2,S12,1M,7,5,0,1,0,Entry,High,Urban,Carrier_A,1.67,551.29
47807,Region 5,S11,1M,5,4,0,0,1,Entry,Medium,Urban,Carrier_A,1.3,584.31
47812,Region 3,S05,5M,7,5,0,0,0,High Net Worth,High,Suburban,Carrier_A,1.51,1590.1
47824,Region 3,S06,1M,3,3,0,0,1,Entry,Medium,Urban,Carrier_A,1.2050000000000003,484.39
47869,Region 3,S06,1M,4,4,0,0,1,Standard,Low,Suburban,Carrier_A,1.245,532.03
47871,Region 3,S06,2M,2,2,1,0,1,Premium,Low,Urban,Carrier_A,1.295,834.56
47877,Region 5,S09,5M,4,4,0,0,0,Standard,Medium,Rural,Carrier_A,1.3,1149.3
47885,Region 3,S05,1M,1,1,0,0,1,Premium,Medium,Suburban,Carrier_A,0.945,510.17
47890,Region 4,S07,2M,4,2,0,0,1,Premium,Medium,Suburban,Carrier_A,1.215,713.22
47934,Region 5,S11,5M,1,1,0,0,0,Standard,High,Urban,Carrier_A,1.0,1033.12
47940,Region 3,S06,1M,7,5,0,0,0,Premium,Medium,Rural,Carrier_A,1.51,573.34
47944,Region 5,S10,5M,1,1,0,0,1,Standard,Medium,Suburban,Carrier_A,0.945,916.93
47945,Region 4,S08,5M,5,3,0,0,1,Standard,Medium,Urban,Carrier_A,1.255,1135.84
47949,Region 4,S08,2M,3,2,0,0,0,Premium,Medium,Suburban,Carrier_A,1.155,707.13
47950,Region 3,S05,1M,5,4,0,0,1,Standard,Medium,Urban,Carrier_A,1.3,596.28
47956,Region 5,S11,2M,6,4,0,0,1,High Net Worth,High,Suburban,Carrier_A,1.355,933.97
47968,Region 2,S04,1M,1,1,0,0,1,Premium,High,Urban,Carrier_A,0.945,519.59
47979,Region 2,S04,1M,3,3,1,0,0,Entry,High,Suburban,Carrier_A,1.4500000000000002,555.43
47988,Region 2,S12,5M,5,4,1,0,1,Premium,Medium,Rural,Carrier_A,1.55,1248.4
47993,Region 1,S01,5M,4,2,2,0,0,High Net Worth,High,Urban,Carrier_A,1.87,1781.53
48001,Region 5,S10,1M,3,2,0,0,0,Standard,Medium,Suburban,Carrier_A,1.155,520.46
48008,Region 3,S05,5M,5,4,0,0,0,Entry,Low,Suburban,Carrier_A,1.355,1278.64
48014,Region 2,S04,1M,4,3,0,0,1,Standard,Low,Suburban,Carrier_A,1.2000000000000002,601.56
48028,Region 2,S04,1M,1,1,0,0,0,Premium,Low,Urban,Carrier_A,1.0,604.42
48039,Region 5,S11,1M,3,2,0,0,0,Standard,High,Rural,Carrier_A,1.155,510.0
48063,Region 4,S08,5M,6,4,0,0,1,Standard,Medium,Suburban,Carrier_A,1.355,1145.49
48065,Region 4,S08,2M,2,2,0,0,1,Premium,High,Suburban,Carrier_A,1.045,627.28
48067,Region 3,S05,1M,2,1,0,0,1,Premium,Medium,Suburban,Carrier_A,1.06,542.13
48073,Region 3,S05,5M,6,4,1,0,0,Premium,High,Urban,Carrier_A,1.66,1636.61
48079,Region 5,S10,1M,3,1,1,0,1,Standard,Low,Urban,Carrier_A,1.3050000000000002,628.58
48130,Region 4,S08,2M,4,2,0,1,0,Standard,Medium,Rural,Carrier_A,1.37,700.46
48131,Region 2,S12,2M,1,1,1,0,1,Standard,High,Rural,Carrier_A,1.195,578.67
48144,Region 5,S09,5M,2,1,1,0,0,Premium,High,Rural,Carrier_A,1.305,1187.04
48154,Region 5,S11,2M,5,4,1,0,0,Entry,Low,Suburban,Carrier_A,1.665,968.14
48155,Region 2,S12,5M,2,1,0,0,1,Premium,High,Suburban,Carrier_A,1.0,869.75
48159,Region 4,S07,1M,2,1,0,0,1,Standard,Medium,Suburban,Carrier_A,1.0,456.85
48164,Region 3,S06,2M,3,3,0,0,1,Premium,Low,Urban,Carrier_A,1.1450000000000002,757.36
48175,Region 1,S01,1M,2,1,0,0,1,Standard,High,Urban,Carrier_A,1.06,469.75
48185,Region 5,S11,1M,4,4,1,1,1,Standard,Low,Rural,Carrier_A,1.655,725.18
48186,Region 2,S03,1M,4,3,0,1,1,Entry,Low,Suburban,Carrier_A,1.36,569.32
48205,Region 2,S12,1M,4,2,0,0,1,Standard,Medium,Urban,Carrier_A,1.215,513.26
48213,Region 4,S07,1M,4,3,1,1,1,Standard,High,Rural,Carrier_A,1.61,543.73
48215,Region 1,S01,1M,1,1,0,0,1,Standard,Medium,Urban,Carrier_A,0.945,461.76
48222,Region 4,S07,2M,5,5,0,0,0,Standard,Medium,Urban,Carrier_A,1.4,751.84
48253,Region 1,S02,1M,4,3,0,0,1,Standard,High,Urban,Carrier_A,1.2000000000000002,510.09
48262,Region 4,S08,1M,3,2,0,0,0,Premium,High,Suburban,Carrier_A,1.155,512.27
48272,Region 4,S07,1M,3,1,0,0,1,Standard,High,Rural,Carrier_A,1.0550000000000002,438.24
48273,Region 3,S06,1M,3,3,0,0,1,Premium,Medium,Suburban,Carrier_A,1.1450000000000002,508.63
48275,Region 2,S03,1M,2,1,0,0,0,Premium,Low,Suburban,Carrier_A,1.055,558.51
48279,Region 2,S04,1M,1,1,0,0,1,Entry,Medium,Rural,Carrier_A,0.945,447.73
48298,Region 4,S08,1M,5,3,0,0,0,Entry,Medium,Suburban,Carrier_A,1.31,503.35
48300,Region 2,S12,1M,4,3,0,0,1,Standard,Low,Suburban,Carrier_A,1.2000000000000002,524.88
48307,Region 5,S10,2M,2,2,0,0,0,Standard,High,Suburban,Carrier_A,1.1,626.71
48311,Region 2,S12,2M,4,3,0,0,0,Premium,Medium,Rural,Carrier_A,1.255,677.3
48332,Region 4,S07,1M,7,6,0,0,1,Premium,High,Rural,Carrier_A,1.5000000000000002,556.6
48337,Region 5,S09,1M,5,4,1,0,1,Premium,Medium,Urban,Carrier_A,1.61,741.08
48345,Region 5,S11,1M,6,4,0,0,1,Standard,Medium,Rural,Carrier_A,1.415,598.1
48358,Region 4,S08,1M,5,4,0,0,1,Premium,High,Rural,Carrier_A,1.3,527.49
48384,Region 1,S02,1M,4,4,0,0,0,Entry,High,Urban,Carrier_A,1.3,504.39
48387,Region 4,S07,1M,4,4,0,0,0,Standard,High,Rural,Carrier_A,1.3,483.79
48388,Region 3,S06,5M,6,4,1,0,1,High Net Worth,Medium,Urban,Carrier_A,1.605,1628.02
48389,Region 4,S07,5M,4,4,0,0,1,Premium,High,Suburban,Carrier_A,1.245,1064.67
48390,Region 3,S06,1M,1,1,0,0,0,Premium,High,Suburban,Carrier_A,1.06,467.42
48404,Region 3,S05,2M,6,4,0,0,1,Entry,High,Suburban,Carrier_A,1.355,691.62
48419,Region 4,S08,2M,2,1,0,0,0,Premium,High,Urban,Carrier_A,1.055,660.16
48450,Region 3,S06,2M,5,5,0,0,1,Standard,High,Suburban,Carrier_A,1.345,641.06
48460,Region 3,S05,2M,4,3,0,0,1,Standard,Medium,Suburban,Carrier_A,1.2000000000000002,724.01
48463,Region 1,S01,5M,4,3,0,0,1,Standard,Medium,Urban,Carrier_A,1.2000000000000002,1069.06
48467,Region 2,S12,2M,5,4,0,1,1,Entry,Medium,Suburban,Carrier_A,1.46,667.61
48473,Region 5,S09,2M,7,4,0,0,0,High Net Worth,Medium,Urban,Carrier_A,1.465,1070.19
48476,Region 5,S11,5M,3,3,0,0,1,Entry,Medium,Urban,Carrier_A,1.2050000000000003,1173.99
48489,Region 2,S12,5M,4,3,0,0,0,Standard,Medium,Urban,Carrier_A,1.255,1074.3
48497,Region 3,S06,1M,3,2,0,0,1,Standard,High,Urban,Carrier_A,1.1,464.43
48503,Region 4,S07,1M,5,4,0,1,0,Premium,Low,Urban,Carrier_A,1.515,695.24
48528,Region 5,S09,1M,3,2,1,0,0,Standard,High,Suburban,Carrier_A,1.405,568.99
48541,Region 1,S02,2M,3,3,0,0,1,Standard,High,Urban,Carrier_A,1.2050000000000003,665.97
48542,Region 5,S09,2M,2,1,1,0,0,Standard,Medium,Urban,Carrier_A,1.305,801.7
48550,Region 5,S11,5M,4,2,2,0,0,Entry,Medium,Suburban,Carrier_A,1.87,1587.46
48551,Region 4,S07,5M,5,3,1,0,1,Premium,Low,Urban,Carrier_A,1.5650000000000002,1625.89
48554,Region 5,S10,1M,3,1,0,0,1,Standard,Medium,Urban,Carrier_A,1.0550000000000002,515.56
48579,Region 1,S02,1M,4,4,0,0,1,Premium,Medium,Rural,Carrier_A,1.245,537.78
48581,Region 5,S09,5M,3,1,0,0,1,Premium,High,Suburban,Carrier_A,1.1150000000000002,1100.81
48588,Region 2,S12,2M,2,1,0,0,1,Standard,Medium,Urban,Carrier_A,1.0,593.22
48591,Region 2,S12,5M,3,3,0,0,0,Standard,High,Suburban,Carrier_A,1.2000000000000002,910.11
48594,Region 4,S08,2M,3,2,0,0,0,Entry,High,Suburban,Carrier_A,1.155,582.97
48595,Region 4,S08,1M,3,2,0,1,1,Premium,Low,Suburban,Carrier_A,1.26,607.68
48601,Region 5,S09,2M,3,2,0,0,0,Standard,Medium,Urban,Carrier_A,1.155,735.15
48612,Region 3,S05,1M,3,2,0,0,1,Standard,Medium,Urban,Carrier_A,1.1,543.27
48615,Region 5,S10,2M,4,2,0,0,0,High Net Worth,High,Rural,Carrier_A,1.21,769.62
48619,Region 3,S06,5M,2,2,0,0,0,Standard,Low,Rural,Carrier_A,1.1,956.21
48620,Region 1,S02,1M,2,2,0,0,0,Standard,High,Rural,Carrier_A,1.1,452.92
48642,Region 5,S09,2M,3,2,0,0,1,Standard,High,Rural,Carrier_A,1.1,622.55
48656,Region 1,S01,5M,3,3,1,1,1,Standard,Medium,Urban,Carrier_A,1.5550000000000002,1307.89
48669,Region 4,S07,1M,2,2,0,0,0,Entry,Medium,Rural,Carrier_A,1.1,443.01
48673,Region 2,S03,2M,4,3,0,0,1,Standard,Medium,Rural,Carrier_A,1.2000000000000002,658.53
48678,Region 2,S04,2M,8,6,0,0,0,Premium,Low,Suburban,Carrier_A,1.61,1091.48
48681,Region 1,S01,5M,4,3,0,0,1,Entry,Low,Suburban,Carrier_A,1.2000000000000002,1028.39
48683,Region 3,S05,2M,4,2,0,0,0,Standard,Low,Suburban,Carrier_A,1.21,791.4
48684,Region 5,S09,1M,2,1,0,0,0,Standard,Medium,Rural,Carrier_A,1.055,490.4
48741,Region 2,S12,1M,2,2,0,0,0,Standard,High,Urban,Carrier_A,1.1,465.79
48764,Region 2,S03,2M,2,2,0,0,0,Standard,Medium,Rural,Carrier_A,1.1,626.72
48768,Region 4,S07,5M,5,4,0,0,1,Premium,High,Rural,Carrier_A,1.3,1051.05
48783,Region 2,S04,1M,3,2,0,0,1,Standard,Medium,Urban,Carrier_A,1.1,554.3
48803,Region 4,S07,1M,4,3,1,0,1,Standard,High,Suburban,Carrier_A,1.4500000000000002,530.43
48809,Region 5,S10,1M,3,3,0,0,1,Standard,Medium,Suburban,Carrier_A,1.1450000000000002,517.76
48814,Region 4,S07,1M,4,4,0,0,0,Entry,High,Rural,Carrier_A,1.3,459.63
48817,Region 4,S07,5M,3,2,0,0,0,Standard,High,Urban,Carrier_A,1.155,970.47
48833,Region 5,S10,5M,4,2,1,0,0,Premium,High,Urban,Carrier_A,1.46,1423.67
48858,Region 5,S09,2M,4,4,0,0,0,Standard,Low,Suburban,Carrier_A,1.3,827.68
48859,Region 4,S07,1M,5,4,0,1,1,High Net Worth,High,Suburban,Carrier_A,1.46,623.85
48870,Region 1,S02,1M,5,3,0,0,1,Premium,High,Urban,Carrier_A,1.255,559.51
48882,Region 5,S10,1M,3,2,1,0,1,Entry,Low,Rural,Carrier_A,1.35,557.74
48886,Region 3,S06,2M,4,3,1,0,1,High Net Worth,High,Suburban,Carrier_A,1.4500000000000002,807.55
48892,Region 4,S07,1M,2,1,0,0,1,Standard,Low,Urban,Carrier_A,1.0,506.19
48910,Region 1,S02,2M,3,2,0,0,0,Standard,High,Suburban,Carrier_A,1.155,619.18
48912,Region 3,S06,1M,4,3,0,0,1,Standard,High,Suburban,Carrier_A,1.2000000000000002,468.07
48919,Region 5,S11,1M,4,4,0,0,1,Premium,High,Suburban,Carrier_A,1.245,592.33
48971,Region 2,S04,1M,4,2,0,0,0,Standard,High,Rural,Carrier_A,1.21,512.72
48977,Region 1,S01,1M,3,2,0,0,0,Premium,Medium,Suburban,Carrier_A,1.155,522.46
48987,Region 5,S11,5M,3,2,0,0,0,Standard,Medium,Urban,Carrier_A,1.155,1238.71
49020,Region 5,S09,2M,4,3,0,0,1,Standard,Medium,Suburban,Carrier_A,1.2000000000000002,715.37
